<<<<<<< HEAD
text,intent
najikai ko safe zone kaha cha,safe_location_query
hamro area jana sakidaina road band cha now,road_blockage_report
wall ma thulo crack cha evacuate garneki,building_damage_check
o bye ta dhanyabad,goodbye_thanks
thanks a lotb hai,goodbye_thanks
bihana dekhi mero aamaa bata khabar xaina,family_member_missing
relief camp ma mero aama bhetiyo,family_reunification_status
mero ghar ma help chai xa,sos_help_request
yaha saafpani xaina,food_water_request
abhi ghar bhitra jana milxa ki,building_damage_check
wall khaseko le mero didi la thichyo,trapped_debris_report
gas ko smell airaxa bhukampa pachi pls,gas_leak_report
trappeed xu ghar bhatkeko debris muni,trapped_debris_report
bhukampa pachi merosaathi lai bhettauna sakina,family_member_missing
Kathmandu ko lagi evacuation plan,evacuation_guidance_query
hamro ghar unsafexa shelter chai,shelter_request
evacuation ko route k ho asap,evacuation_guidance_query
behosh bhako manxe lai kasari elp garne,first_aid_query
mero family member safe bhetiyo,family_reunification_status
ahile k agrne ma,status_check_general
mero bhai unconscious bhayo,medical_emergency_request
pura building dhalyo gaun ma,building_collapse_report
road block bhayo landslide lehamro area najik,road_blockage_report
pregnant lady lai emergency care chai,medical_emergency_request
mero ghra ma ambulance patau na,medical_emergency_request
building bata evacuate gane steps,evacuation_guidance_query
hamro area ko lagi afetrshock warning,aftershock_information_query
mero buwa debris muni thuniyo pls,trapped_debris_report
furniture lai khasnu batakasari secure garne,preparedness_tips_query
aftershock kati strong huncha,aftershock_information_query
malai thaha xaina k garne,status_check_general
mero aama ai chest ma dukheko xa,medical_emergency_request
mero aama sanga bahi reunite bhayo,family_reunification_status
wall ma crack dekhiyo,building_damage_check
mero didi bhhukampa pachi missing hunuhuncha,family_member_missing
mero didi lai safely locat egarya,family_reunification_status
dherai raaat bagira xa medic chai xa,medical_emergency_request
malai kaha jana safe huncha,safe_location_query
aftershock katistrong huncha,aftershock_information_query
amulance ko number k ho,emergency_contact_request
family ko lagi food supply cahi,food_water_request
h bhai kasto cha,greeting
bhukampaaayo abhi,earthquake_occurring_report
bihana dekhi mero aama bata khabar aina,family_member_missing
ghar bata dhuwa airaxa now,fire_incident_report
ghau ma bandage ksaari garne,first_aid_query
mero aama pinned under debris malai help chai,trapped_debris_report
evacuation ko route k ho,evacuation_guidance_query
hami abhi evacuate garun parxa ki,evacuation_guidance_query
budo budi sanga kasari evacuate ganre,evacuation_guidance_query
thank youdai next time feri sodhchu,goodbye_thanks
gha pura bhatkiyo,building_collapse_report
kasari safely evacaute garne,evacuation_guidance_query
mero aama buwa ra kids ko lagi shelter chai,shelter_request
kasari safely evacuate garne now,evacuation_guidance_query
hamro area janaa sakidaina road band cha,road_blockage_report
mero bhai pinned unde debris malai help chai,trapped_debris_report
merobuwa sanga abhi reunite bhayo,family_reunification_status
bhukampa pachicrack aayo,building_damage_check
mero buwa ko phone lagdaina bhukampaa dekhi,family_member_missing
mero buwa safe chavanera status update garna man xa,family_reunification_status
koi cha hel pgarne,sos_help_request
ghau ma bandage kasari agrne,first_aid_query
ghar hatkiyo gaun ma,building_collapse_report
evacuation ko instructions dinu hos,evacuation_guidance_query
hostel najik gas leak bhayo!!!,gas_leak_report
rescue ko lagi kaha phone garne,emergency_contact_request
mero buwa lai badly injuyr bhayo,injury_report
evacuation ko instrcutions dinu hos,evacuation_guidance_query
mero aama safe chaa vanera status update garna man xa,family_reunification_status
school rea ma ambulance patau na,medical_emergency_request
yaha saaf pani xaina,food_water_request
hi bhai kasto cha???,greeting
mero bhai unonscious bhayo,medical_emergency_request
yaha ma safe zon ekaha cha,safe_location_query
bhukampa pachi crack aayo pls,building_damage_check
hii tapai ko naa mk ho,greeting
malai bachau pleae,sos_help_request
bhukampa gayo Gorkha ma,earthquake_occurring_report
hamro ghar unsafe xa shelter chai,shelter_request
yo bhukampa sanga relatd xaina,fallback_unclear
bhukamp ko jhatka abhi feel bhayo,earthquake_occurring_report
ok thanks bye is ma jaanchhu,goodbye_thanks
wall khaseko le mreo didi lai thichyo,trapped_debris_report
evacuation ko laggi khulla thau kaha cha,safe_location_query
kasari safely evacuate garne,evacuation_guidance_query
mero ghar ma cracka ayo safe cha ki,building_damage_check
2 dni dekhi bijuli xaina,power_outage_report
hostel najik gas leak bhayo,gas_leak_report
khutta ma chot lagyo running bela,injury_report
taauko bataraagat bagira xa,injury_report
mero buwa unconscious bhayo pls,medical_emergency_request
>>>>>>> node
