id,language,text,intent,source
445,en,want to update status that my mother is safe,family_reunification_status,english_dataset.csv
446,en,is anothr earthquake coming,aftershock_information_query,english_dataset.csv
447,en,need ambulace at Lalitpur,medical_emergency_request,english_dataset.csv
448,en,help required,sos_help_request,english_dataset.csv
449,en,smoke coming from the house now,fire_incident_report,english_dataset.csv
450,en,burned my hand slightly,injury_report,english_dataset.csv
451,en,what should i do right now now,status_check_general,english_dataset.csv
452,en,the ground i sshaking,earthquake_occurring_report,english_dataset.csv
453,en,building tlited slightly is it dangerous,building_damage_check,english_dataset.csv
454,en,good mornnig,greeting,english_dataset.csv
455,en,my mother has adeep wound,injury_report,english_dataset.csv
456,en,ran out of food and water,food_water_request,english_dataset.csv
457,en,lost contact with my brother plz,family_member_missing,english_dataset.csv
458,en,hi???,greeting,english_dataset.csv
459,en,kitchen gas leaking badly,gas_leak_report,english_dataset.csv
460,en,somebody elp,sos_help_request,english_dataset.csv
461,en,power uotage in Pokhara,power_outage_report,english_dataset.csv
462,en,aftershock warning for Bhaktapur help,aftershock_information_query,english_dataset.csv
463,en,thanks,goodbye_thanks,english_dataset.csv
464,en,my father is uconscious,medical_emergency_request,english_dataset.csv
465,en,bridge collapsed near Gorkha!!!,road_blockage_report,english_dataset.csv
466,en,where is the designated safe zone in Gorkha help,safe_location_query,english_dataset.csv
467,en,aftershock warning forBhaktapur,aftershock_information_query,english_dataset.csv
468,en,entire building came down in Kathmandu,building_collapse_report,english_dataset.csv
469,en,my sister hs been located safely,family_reunification_status,english_dataset.csv
470,en,i dont know what to do,status_check_general,english_dataset.csv
471,en,"wee are stuck inside, walls collapsed",trapped_debris_report,english_dataset.csv
472,en,how ot help someone who fainted,first_aid_query,english_dataset.csv
473,en,strong gas smell ni the building,gas_leak_report,english_dataset.csv
474,en,landslide blocking the only rooad out,road_blockage_report,english_dataset.csv
475,en,missing person report for my brother,family_member_missing,english_dataset.csv
476,en,everything is shaking,earthquake_occurring_report,english_dataset.csv
477,en,bridge collapsed near Lalitpur plz,road_blockage_report,english_dataset.csv
478,en,my mother is trappe under debris,trapped_debris_report,english_dataset.csv
479,en,entire building came down in Gorkha,building_collapse_report,english_dataset.csv
480,en,whee should i go for safety,safe_location_query,english_dataset.csv
481,en,how to treat a cut wound!!!,first_aid_query,english_dataset.csv
482,en,cannot finnd my mother after the quake,family_member_missing,english_dataset.csv
483,en,havenot heard from my grandfather since morning,family_member_missing,english_dataset.csv
484,en,searching for my father in Kathmandu,family_member_missing,english_dataset.csv
485,en,gas stove caused frie,fire_incident_report,english_dataset.csv
486,en,road blocked by landslide near Pokhara,road_blockage_report,english_dataset.csv
487,en,food distribuution point nearby,food_water_request,english_dataset.csv
488,en,landslide blocking the only road out,road_blockage_report,english_dataset.csv
489,en,gas leak nearKathmandu,gas_leak_report,english_dataset.csv
490,en,help e,sos_help_request,english_dataset.csv
491,en,pleaes help me,sos_help_request,english_dataset.csv
492,en,"structure collapsed, people may be inside",building_collapse_report,english_dataset.csv
493,en,building collapsed in Kathandu,building_collapse_report,english_dataset.csv
494,en,entire building came down in Lalitpuur,building_collapse_report,english_dataset.csv
495,en,thanks for the help,goodbye_thanks,english_dataset.csv
496,en,i need help,sos_help_request,english_dataset.csv
497,en,random text here,fallback_unclear,english_dataset.csv
498,en,highway blocked due to debris,road_blockage_report,english_dataset.csv
499,en,what is theevacuation route,evacuation_guidance_query,english_dataset.csv
500,en,wherecan we get temporary shelter,shelter_request,english_dataset.csv
501,en,help me right now now,sos_help_request,english_dataset.csv
502,en,gas leak near Kathmandu,gas_leak_report,english_dataset.csv
503,en,the house isshaking badly,earthquake_occurring_report,english_dataset.csv
504,en,my sister fell and hurt back???,injury_report,english_dataset.csv
505,en,stuck ca't get out,trapped_debris_report,english_dataset.csv
506,en,need ambulance at Gorkha,medical_emergency_request,english_dataset.csv
507,en,tell me a joke help,fallback_unclear,english_dataset.csv
508,en,safe place kaha a near Gorkha,safe_location_query,english_dataset.csv
509,en,cannot reach Pokhara road is closed,road_blockage_report,english_dataset.csv
510,en,nearest open ground for evacuation,safe_location_query,english_dataset.csv
511,en,how to regisetr a found family member,family_reunification_status,english_dataset.csv
512,en,cannot fin my brother after the quake,family_member_missing,english_dataset.csv
513,en,cracks appeared after the quake help,building_damage_check,english_dataset.csv
514,en,what can you do,fallback_unclear,english_dataset.csv
515,en,hep,sos_help_request,english_dataset.csv
516,en,pinned nuder debris,trapped_debris_report,english_dataset.csv
517,en,my grandmother has a deep wound,injury_report,english_dataset.csv
518,en,power lines dow nin Bhaktapur,power_outage_report,english_dataset.csv
519,en,eveything is shaking,earthquake_occurring_report,english_dataset.csv
520,en,cool thanks,goodbye_thanks,english_dataset.csv
521,en,give menext steps please,status_check_general,english_dataset.csv
522,en,i need hlep,sos_help_request,english_dataset.csv
523,en,there is a fire in Pokhara pls,fire_incident_report,english_dataset.csv
524,en,have not heard from my father since morning,family_member_missing,english_dataset.csv
525,en,missing person report for my brother plz,family_member_missing,english_dataset.csv
526,en,my father needs ambulanceurgently,medical_emergency_request,english_dataset.csv
527,en,minorinjury on hand,injury_report,english_dataset.csv
528,en,fire spreading fast in Bhaktapur,fire_incident_report,english_dataset.csv
529,en,gas leak near Lalitpur,gas_leak_report,english_dataset.csv
530,en,no food since yesterday???,food_water_request,english_dataset.csv
531,en,good afternoon,greeting,english_dataset.csv
532,en,cannot find my mother after the quake,family_member_missing,english_dataset.csv
533,en,searching for my grandfather in Lalitpur,family_member_missing,english_dataset.csv
534,en,want to update status that my grandfather issafe,family_reunification_status,english_dataset.csv
535,en,evacuation planfor Bhaktapur,evacuation_guidance_query,english_dataset.csv
536,en,do we need to evacuate immediately,evacuation_guidance_query,english_dataset.csv
537,en,have not heard from my grandfather since morning,family_member_missing,english_dataset.csv
538,en,are you a real person urgent pls,fallback_unclear,english_dataset.csv
539,en,hp me,sos_help_request,english_dataset.csv
540,en,my father fell and hurt back,injury_report,english_dataset.csv
541,en,trapped under rubble,trapped_debris_report,english_dataset.csv
542,en,ok got it thanks???,goodbye_thanks,english_dataset.csv
543,en,what''s your favorite food,fallback_unclear,english_dataset.csv
544,en,thank you so much for helping,goodbye_thanks,english_dataset.csv
545,en,bleeding from had,injury_report,english_dataset.csv
546,en,help me,sos_help_request,english_dataset.csv
547,en,gas leak in the house,gas_leak_report,english_dataset.csv
548,en,appreciat eit,goodbye_thanks,english_dataset.csv
549,en,how longd o aftershocks continue,aftershock_information_query,english_dataset.csv
550,en,my father phone not reachable since quake,family_member_missing,english_dataset.csv
551,en,best pracitces for earthquake preparedness at home,preparedness_tips_query,english_dataset.csv
552,en,need baby formula aand water,food_water_request,english_dataset.csv
553,en,smoke coming from the house,fire_incident_report,english_dataset.csv
554,en,road blocked by landslid near Bhaktapur,road_blockage_report,english_dataset.csv
555,en,my brother collapsed and not waking up pls,medical_emergency_request,english_dataset.csv
556,en,power lines down in Kathmandu,power_outage_report,english_dataset.csv
557,en,this is not related to earthquake,fallback_unclear,english_dataset.csv
558,en,reunited with my grandmothernow,family_reunification_status,english_dataset.csv
559,en,buildinng on fire near Gorkha,fire_incident_report,english_dataset.csv
560,en,i needhelp now,sos_help_request,english_dataset.csv
561,en,gas leak nar Gorkha,gas_leak_report,english_dataset.csv
562,en,gr8 thanks???,goodbye_thanks,english_dataset.csv
563,en,smell of gas after earthqauke,gas_leak_report,english_dataset.csv
564,en,what is the current situation pls,status_check_general,english_dataset.csv
565,en,child helpline number,emergency_contact_request,english_dataset.csv
566,en,aftreshock update please,aftershock_information_query,english_dataset.csv
567,en,safest way to leave the building pls,evacuation_guidance_query,english_dataset.csv
568,en,eatrhquake,earthquake_occurring_report,english_dataset.csv
569,en,"structure collapsed, people may be inside!!!",building_collapse_report,english_dataset.csv
570,en,tnhx,goodbye_thanks,english_dataset.csv
571,en,should we evacuate now,evacuation_guidance_query,english_dataset.csv
572,en,stuck under a collapsed wall,trapped_debris_report,english_dataset.csv
573,en,help me pls im scared pls,sos_help_request,english_dataset.csv
574,en,do we need to evacuateimmediately,evacuation_guidance_query,english_dataset.csv
575,en,help???,sos_help_request,english_dataset.csv
576,en,building collapsed in Lalitpur plz,building_collapse_report,english_dataset.csv
577,en,found my father at the relief camp,family_reunification_status,english_dataset.csv
578,en,hlep now,sos_help_request,english_dataset.csv
579,en,my grandmother is injured badly,injury_report,english_dataset.csv
580,en,strong tremor felt just now,earthquake_occurring_report,english_dataset.csv
581,en,building on fire near Jajarkot???,fire_incident_report,english_dataset.csv
582,en,gas leak near Bhaktapuur,gas_leak_report,english_dataset.csv
583,en,cannot reach Bhaktapur road is closed,road_blockage_report,english_dataset.csv
584,en,searching for my sister inKathmandu,family_member_missing,english_dataset.csv
585,en,wall collapsed onthe street,building_collapse_report,english_dataset.csv
