text,intent,split,source
शहर विद्युत गयो,power_outage_report,real_world_test,generated
क्षेत्रीय विद्युत बन्द,power_outage_report,real_world_test,generated
kshetr blackout,power_outage_report,real_world_test,generated
chimeki vidyut banda,power_outage_report,real_world_test,generated
shahar vidyut gayo,power_outage_report,real_world_test,generated
kshetriya vidyut banda,power_outage_report,real_world_test,generated
power restoration,power_outage_report,real_world_test,generated
when power back,power_outage_report,real_world_test,generated
electricity return,power_outage_report,real_world_test,generated
power恢复,power_outage_report,real_world_test,generated
विद्युत पुनर्स्थापन,power_outage_report,real_world_test,generated
विद्युत कहिले आउँछ,power_outage_report,real_world_test,generated
विद्युत फर्कन्छ,power_outage_report,real_world_test,generated
विद्युत पुनर्स्थापन,power_outage_report,real_world_test,generated
vidyut punarsthan,power_outage_report,real_world_test,generated
vidyut kahile aucha,power_outage_report,real_world_test,generated
vidyut pharkcha,power_outage_report,real_world_test,generated
vidyut punarsthan,power_outage_report,real_world_test,generated
emergency power,power_outage_report,real_world_test,generated
generator needed,power_outage_report,real_world_test,generated
backup power,power_outage_report,real_world_test,generated
alternative power,power_outage_report,real_world_test,generated
आपतकालीन विद्युत,power_outage_report,real_world_test,generated
जेनेरेटर चाहिन्छ,power_outage_report,real_world_test,generated
ब्याकअप विद्युत,power_outage_report,real_world_test,generated
वैकल्पिक विद्युत,power_outage_report,real_world_test,generated
aapatkalin vidyut,power_outage_report,real_world_test,generated
generator chaincha,power_outage_report,real_world_test,generated
backup vidyut,power_outage_report,real_world_test,generated
vaikalpik vidyut,power_outage_report,real_world_test,generated
electrical hazard,power_outage_report,real_world_test,generated
downed wires,power_outage_report,real_world_test,generated
electrical danger,power_outage_report,real_world_test,generated
power line damage,power_outage_report,real_world_test,generated
विद्युतीय खतरा,power_outage_report,real_world_test,generated
तार खसेका,power_outage_report,real_world_test,generated
विद्युतीय खतरा,power_outage_report,real_world_test,generated
विद्युत लाइन क्षति,power_outage_report,real_world_test,generated
vidyutiya khatra,power_outage_report,real_world_test,generated
tar khaseka,power_outage_report,real_world_test,generated
vidyutiya khatra,power_outage_report,real_world_test,generated
vidyut line kshati,power_outage_report,real_world_test,generated
neighborhood outage,power_outage_report,real_world_test,generated
nepal tar khaseka,power_outage_report,real_world_test,generated
help vidyut pharkcha,power_outage_report,real_world_test,generated
nepal विद्युतीय खतरा,power_outage_report,real_world_test,generated
shahar vidyut gayo nepal,power_outage_report,real_world_test,generated
please vidyut bipalta,power_outage_report,real_world_test,generated
qsafe downed wires,power_outage_report,real_world_test,generated
when power back qsafe,power_outage_report,real_world_test,generated
qsafe विद्युत पुनर्स्थापन,power_outage_report,real_world_test,generated
grid failure help,power_outage_report,real_world_test,generated
vidyut chaina,power_outage_report,real_world_test,generated
क्षेत्र ब्ल्याकआउट nepal,power_outage_report,real_world_test,generated
backup power nepal,power_outage_report,real_world_test,generated
vidyut line kshati now,power_outage_report,real_world_test,generated
qsafe blackout,power_outage_report,real_world_test,generated
backup power,power_outage_report,real_world_test,generated
help chimeki vidyut banda,power_outage_report,real_world_test,generated
power cut help,power_outage_report,real_world_test,generated
emergency vidyut punarsthan,power_outage_report,real_world_test,generated
chimeki vidyut banda emergency,power_outage_report,real_world_test,generated
emergency power nepal,power_outage_report,real_world_test,generated
VIDYUT PUNARSTHAN,power_outage_report,real_world_test,generated
छिमेकी विद्युत बन्द help,power_outage_report,real_world_test,generated
blackout emergency,power_outage_report,real_world_test,generated
vidyut line kshati now,power_outage_report,real_world_test,generated
emergency क्षेत्र ब्ल्याकआउट,power_outage_report,real_world_test,generated
emergency vidyut vidyut gayo,power_outage_report,real_world_test,generated
nepal vaikalpik vidyut,power_outage_report,real_world_test,generated
road blocked,road_blockage_report,real_world_test,generated
highway closed,road_blockage_report,real_world_test,generated
street blocked,road_blockage_report,real_world_test,generated
path blocked,road_blockage_report,real_world_test,generated
सडक अवरुद्ध,road_blockage_report,real_world_test,generated
राजमार्ग बन्द,road_blockage_report,real_world_test,generated
गली अवरुद्ध,road_blockage_report,real_world_test,generated
मार्ग अवरुद्ध,road_blockage_report,real_world_test,generated
sadak avaruddh,road_blockage_report,real_world_test,generated
rajamarg banda,road_blockage_report,real_world_test,generated
gali avaruddh,road_blockage_report,real_world_test,generated
marg avaruddh,road_blockage_report,real_world_test,generated
landslide blocked,road_blockage_report,real_world_test,generated
debris on road,road_blockage_report,real_world_test,generated
rockfall,road_blockage_report,real_world_test,generated
mudslide,road_blockage_report,real_world_test,generated
पहिरोले अवरुद्ध,road_blockage_report,real_world_test,generated
सडकमा भग्नावशेष,road_blockage_report,real_world_test,generated
चट्टान खस्ने,road_blockage_report,real_world_test,generated
माटो खस्ने,road_blockage_report,real_world_test,generated
pahirole avaruddh,road_blockage_report,real_world_test,generated
sadakama bhagnaveshesh,road_blockage_report,real_world_test,generated
chattan khase,road_blockage_report,real_world_test,generated
mato khase,road_blockage_report,real_world_test,generated
bridge collapse,road_blockage_report,real_world_test,generated
bridge damaged,road_blockage_report,real_world_test,generated
bridge unsafe,road_blockage_report,real_world_test,generated
crossing blocked,road_blockage_report,real_world_test,generated
पुल ढल्यो,road_blockage_report,real_world_test,generated
पुल क्षतिग्रस्त,road_blockage_report,real_world_test,generated
पुल असुरक्षित,road_blockage_report,real_world_test,generated
पार हुन अवरुद्ध,road_blockage_report,real_world_test,generated
pul dhalyo,road_blockage_report,real_world_test,generated
pul kshatigrasta,road_blockage_report,real_world_test,generated
pul asurakshit,road_blockage_report,real_world_test,generated
par hun avaruddh,road_blockage_report,real_world_test,generated
traffic jam,road_blockage_report,real_world_test,generated
congestion,road_blockage_report,real_world_test,generated
road closed,road_blockage_report,real_world_test,generated
detour needed,road_blockage_report,real_world_test,generated
ट्राफिक जाम,road_blockage_report,real_world_test,generated
भीडभाड,road_blockage_report,real_world_test,generated
सडक बन्द,road_blockage_report,real_world_test,generated
वैकल्पिक मार्ग चाहिन्छ,road_blockage_report,real_world_test,generated
traffic jam,road_blockage_report,real_world_test,generated
bhidhad,road_blockage_report,real_world_test,generated
sadak banda,road_blockage_report,real_world_test,generated
vaikalpik marg chaincha,road_blockage_report,real_world_test,generated
emergency route,road_blockage_report,real_world_test,generated
access blocked,road_blockage_report,real_world_test,generated
rescue route blocked,road_blockage_report,real_world_test,generated
ambulance blocked,road_blockage_report,real_world_test,generated
आपतकालीन मार्ग,road_blockage_report,real_world_test,generated
पहुँच अवरुद्ध,road_blockage_report,real_world_test,generated
बचाव मार्ग अवरुद्ध,road_blockage_report,real_world_test,generated
एम्बुलेन्स अवरुद्ध,road_blockage_report,real_world_test,generated
aapatkalin marg,road_blockage_report,real_world_test,generated
pahunche avaruddh,road_blockage_report,real_world_test,generated
bachav marg avaruddh,road_blockage_report,real_world_test,generated
ambulance avaruddh,road_blockage_report,real_world_test,generated
clearing operation,road_blockage_report,real_world_test,generated
road clearing,road_blockage_report,real_world_test,generated
debris removal,road_blockage_report,real_world_test,generated
highway reopening,road_blockage_report,real_world_test,generated
सफाई अभियान,road_blockage_report,real_world_test,generated
सडक सफाई,road_blockage_report,real_world_test,generated
भग्नावशेश हटाउने,road_blockage_report,real_world_test,generated
राजमार्ग पुनः खुल्ने,road_blockage_report,real_world_test,generated
safai abhiyan,road_blockage_report,real_world_test,generated
sadak safai,road_blockage_report,real_world_test,generated
bhagnaveshesh hataune,road_blockage_report,real_world_test,generated
rajamarg punah khulne,road_blockage_report,real_world_test,generated
alternative route,road_blockage_report,real_world_test,generated
detour available,road_blockage_report,real_world_test,generated
alternate path,road_blockage_report,real_world_test,generated
secondary road,road_blockage_report,real_world_test,generated
वैकल्पिक मार्ग,road_blockage_report,real_world_test,generated
वैकल्पिक मार्ग उपलब्ध,road_blockage_report,real_world_test,generated
वैकल्पिक पथ,road_blockage_report,real_world_test,generated
माध्यमिक सडक,road_blockage_report,real_world_test,generated
vaikalpik marg,road_blockage_report,real_world_test,generated
vaikalpik marg uplabdha,road_blockage_report,real_world_test,generated
vaikalpik path,road_blockage_report,real_world_test,generated
madhyamik sadak,road_blockage_report,real_world_test,generated
emergency road closed,road_blockage_report,real_world_test,generated
आपतकालीन मार्ग,road_blockage_report,real_world_test,generated
सडकमा भग्नावशेष,road_blockage_report,real_world_test,generated
please सडक अवरुद्ध,road_blockage_report,real_world_test,generated
HIGHWAY REOPENING,road_blockage_report,real_world_test,generated
landslide blocked please,road_blockage_report,real_world_test,generated
safai abhiyan,road_blockage_report,real_world_test,generated
access blocked help,road_blockage_report,real_world_test,generated
emergency vaikalpik marg chaincha,road_blockage_report,real_world_test,generated
sadak safai urgent,road_blockage_report,real_world_test,generated
secondary road qsafe,road_blockage_report,real_world_test,generated
nepal माटो खस्ने,road_blockage_report,real_world_test,generated
emergency पहुँच अवरुद्ध,road_blockage_report,real_world_test,generated
landslide blocked nepal,road_blockage_report,real_world_test,generated
debris removal emergency,road_blockage_report,real_world_test,generated
please आपतकालीन मार्ग,road_blockage_report,real_world_test,generated
current situation,status_check_general,real_world_test,generated
what's happening,status_check_general,real_world_test,generated
status update,status_check_general,real_world_test,generated
latest news,status_check_general,real_world_test,generated
वर्तमान स्थिति,status_check_general,real_world_test,generated
के भइरहेको छ,status_check_general,real_world_test,generated
स्थिति अपडेट,status_check_general,real_world_test,generated
नवीनतम समाचार,status_check_general,real_world_test,generated
vartaman sthiti,status_check_general,real_world_test,generated
ke bhiriraheko cha,status_check_general,real_world_test,generated
sthiti update,status_check_general,real_world_test,generated
nabintam samachar,status_check_general,real_world_test,generated
disaster status,status_check_general,real_world_test,generated
emergency status,status_check_general,real_world_test,generated
crisis update,status_check_general,real_world_test,generated
situation report,status_check_general,real_world_test,generated
आपद स्थिति,status_check_general,real_world_test,generated
आपतकालीन स्थिति,status_check_general,real_world_test,generated
संकट अपडेट,status_check_general,real_world_test,generated
स्थिति रिपोर्ट,status_check_general,real_world_test,generated
aapad sthiti,status_check_general,real_world_test,generated
aapatkalin sthiti,status_check_general,real_world_test,generated
sankat update,status_check_general,real_world_test,generated
sthiti report,status_check_general,real_world_test,generated
area condition,status_check_general,real_world_test,generated
local status,status_check_general,real_world_test,generated
neighborhood status,status_check_general,real_world_test,generated
community situation,status_check_general,real_world_test,generated
क्षेत्र अवस्था,status_check_general,real_world_test,generated
स्थानीय स्थिति,status_check_general,real_world_test,generated
छिमेकी स्थिति,status_check_general,real_world_test,generated
समुदाय स्थिति,status_check_general,real_world_test,generated
kshetr avastha,status_check_general,real_world_test,generated
sthaniya sthiti,status_check_general,real_world_test,generated
chimeki sthiti,status_check_general,real_world_test,generated
samuday sthiti,status_check_general,real_world_test,generated
safety status,status_check_general,real_world_test,generated
is it safe,status_check_general,real_world_test,generated
danger level,status_check_general,real_world_test,generated
risk assessment,status_check_general,real_world_test,generated
सुरक्षा स्थिति,status_check_general,real_world_test,generated
के सुरक्षित छ,status_check_general,real_world_test,generated
खतरा स्तर,status_check_general,real_world_test,generated
जोखिम मूल्यांकन,status_check_general,real_world_test,generated
suraksha sthiti,status_check_general,real_world_test,generated
ke surakshit cha,status_check_general,real_world_test,generated
khatra star,status_check_general,real_world_test,generated
jokhim mulyankan,status_check_general,real_world_test,generated
weather condition,status_check_general,real_world_test,generated
rain status,status_check_general,real_world_test,generated
wind status,status_check_general,real_world_test,generated
temperature,status_check_general,real_world_test,generated
weather अवस्था,status_check_general,real_world_test,generated
वर्षा स्थिति,status_check_general,real_world_test,generated
हावा स्थिति,status_check_general,real_world_test,generated
तापक्रम,status_check_general,real_world_test,generated
weather avastha,status_check_general,real_world_test,generated
barsha sthiti,status_check_general,real_world_test,generated
hawa sthiti,status_check_general,real_world_test,generated
tapkram,status_check_general,real_world_test,generated
communication status,status_check_general,real_world_test,generated
phone working,status_check_general,real_world_test,generated
internet status,status_check_general,real_world_test,generated
network available,status_check_general,real_world_test,generated
सञ्चार स्थिति,status_check_general,real_world_test,generated
फोन काम गर्दै,status_check_general,real_world_test,generated
इन्टरनेट स्थिति,status_check_general,real_world_test,generated
नेटवर्क उपलब्ध,status_check_general,real_world_test,generated
sanchar sthiti,status_check_general,real_world_test,generated
phone kaam gardai,status_check_general,real_world_test,generated
internet sthiti,status_check_general,real_world_test,generated
network uplabdha,status_check_general,real_world_test,generated
resource availability,status_check_general,real_world_test,generated
help available,status_check_general,real_world_test,generated
supplies status,status_check_general,real_world_test,generated
services running,status_check_general,real_world_test,generated
स्रोत उपलब्धता,status_check_general,real_world_test,generated
मद्दत उपलब्ध,status_check_general,real_world_test,generated
आपूर्ति स्थिति,status_check_general,real_world_test,generated
सेवा चालू,status_check_general,real_world_test,generated
srot uplabdha,status_check_general,real_world_test,generated
madat uplabdha,status_check_general,real_world_test,generated
apurti sthiti,status_check_general,real_world_test,generated
seva chalu,status_check_general,real_world_test,generated
timeline update,status_check_general,real_world_test,generated
when will end,status_check_general,real_world_test,generated
duration estimate,status_check_general,real_world_test,generated
time remaining,status_check_general,real_world_test,generated
समयरेखा अपडेट,status_check_general,real_world_test,generated
कहिले अन्त्य हुन्छ,status_check_general,real_world_test,generated
अवधि अनुमान,status_check_general,real_world_test,generated
बाँकी समय,status_check_general,real_world_test,generated
samayarekha update,status_check_general,real_world_test,generated
kahile antya huncha,status_check_general,real_world_test,generated
avadhi anuman,status_check_general,real_world_test,generated
baki samay,status_check_general,real_world_test,generated
general information,status_check_general,real_world_test,generated
need details,status_check_general,real_world_test,generated
want to know,status_check_general,real_world_test,generated
seeking information,status_check_general,real_world_test,generated
unclear request,fallback_unclear,real_world_test,generated
don't understand,fallback_unclear,real_world_test,generated
not sure,fallback_unclear,real_world_test,generated
confused,fallback_unclear,real_world_test,generated
अस्पष्ट अनुरोध,fallback_unclear,real_world_test,generated
बुझ्न सकिदैन,fallback_unclear,real_world_test,generated
अनिश्चित,fallback_unclear,real_world_test,generated
अस्पष्ट,fallback_unclear,real_world_test,generated
aspashta anurodh,fallback_unclear,real_world_test,generated
bujhna sakidaina,fallback_unclear,real_world_test,generated
anishchit,fallback_unclear,real_world_test,generated
aspashta,fallback_unclear,real_world_test,generated
what do you mean,fallback_unclear,real_world_test,generated
clarify please,fallback_unclear,real_world_test,generated
explain more,fallback_unclear,real_world_test,generated
need more details,fallback_unclear,real_world_test,generated
तपाईं के भन्नुहुन्छ,fallback_unclear,real_world_test,generated
स्पष्ट पार्नुहोस्,fallback_unclear,real_world_test,generated
थप व्याख्या,fallback_unclear,real_world_test,generated
थप विवरण चाहिन्छ,fallback_unclear,real_world_test,generated
tapai ke bhannuhuncha,fallback_unclear,real_world_test,generated
spashtha parnuhos,fallback_unclear,real_world_test,generated
thap vyakhya,fallback_unclear,real_world_test,generated
thap bibaran chaincha,fallback_unclear,real_world_test,generated
didn't catch that,fallback_unclear,real_world_test,generated
repeat please,fallback_unclear,real_world_test,generated
say again,fallback_unclear,real_world_test,generated
not clear,fallback_unclear,real_world_test,generated
बुझ्न सकिन,fallback_unclear,real_world_test,generated
फेरि भन्नुहोस्,fallback_unclear,real_world_test,generated
फेरि भन्नुहोस्,fallback_unclear,real_world_test,generated
स्पष्ट छैन,fallback_unclear,real_world_test,generated
bujhna sakin,fallback_unclear,real_world_test,generated
pheri bhannuhos,fallback_unclear,real_world_test,generated
pheri bhannuhos,fallback_unclear,real_world_test,generated
spashta chaina,fallback_unclear,real_world_test,generated
garbled message,fallback_unclear,real_world_test,generated
unclear text,fallback_unclear,real_world_test,generated
typo error,fallback_unclear,real_world_test,generated
mistake in message,fallback_unclear,real_world_test,generated
अस्पष्ट सन्देश,fallback_unclear,real_world_test,generated
अस्पष्ट पाठ,fallback_unclear,real_world_test,generated
टाइपो त्रुटि,fallback_unclear,real_world_test,generated
सन्देशमा गल्ती,fallback_unclear,real_world_test,generated
aspashta sandesh,fallback_unclear,real_world_test,generated
aspashta path,fallback_unclear,real_world_test,generated
typo truti,fallback_unclear,real_world_test,generated
sandeshama galti,fallback_unclear,real_world_test,generated
language issue,fallback_unclear,real_world_test,generated
translation problem,fallback_unclear,real_world_test,generated
not in nepali,fallback_unclear,real_world_test,generated
not in english,fallback_unclear,real_world_test,generated
भाषा समस्या,fallback_unclear,real_world_test,generated
अनुवाद समस्या,fallback_unclear,real_world_test,generated
नेपालीमा छैन,fallback_unclear,real_world_test,generated
अंग्रेजीमा छैन,fallback_unclear,real_world_test,generated
bhasha samasya,fallback_unclear,real_world_test,generated
anuvad samasya,fallback_unclear,real_world_test,generated
nepalima chaina,fallback_unclear,real_world_test,generated
angrejima chaina,fallback_unclear,real_world_test,generated
off topic,fallback_unclear,real_world_test,generated
not related,fallback_unclear,real_world_test,generated
different subject,fallback_unclear,real_world_test,generated
irrelevant,fallback_unclear,real_world_test,generated
विषय बाहिर,fallback_unclear,real_world_test,generated
सम्बन्धित छैन,fallback_unclear,real_world_test,generated
फरक विषय,fallback_unclear,real_world_test,generated
अप्रासंगिक,fallback_unclear,real_world_test,generated
bishya bahira,fallback_unclear,real_world_test,generated
sambandhit chaina,fallback_unclear,real_world_test,generated
phar bishya,fallback_unclear,real_world_test,generated
aprasangik,fallback_unclear,real_world_test,generated
random input,fallback_unclear,real_world_test,generated
nonsense,fallback_unclear,real_world_test,generated
gibberish,fallback_unclear,real_world_test,generated
meaningless,fallback_unclear,real_world_test,generated
अनियमित आगत,fallback_unclear,real_world_test,generated
बकवास,fallback_unclear,real_world_test,generated
अर्थहीन,fallback_unclear,real_world_test,generated
अर्थविहीन,fallback_unclear,real_world_test,generated
aniyamit aagat,fallback_unclear,real_world_test,generated
bakwas,fallback_unclear,real_world_test,generated
arthhin,fallback_unclear,real_world_test,generated
arthvihin,fallback_unclear,real_world_test,generated
test message,fallback_unclear,real_world_test,generated
checking system,fallback_unclear,real_world_test,generated
just testing,fallback_unclear,real_world_test,generated
system check,fallback_unclear,real_world_test,generated
परीक्षण सन्देश,fallback_unclear,real_world_test,generated
प्रणाली जाँच,fallback_unclear,real_world_test,generated
बस परीक्षण,fallback_unclear,real_world_test,generated
प्रणाली जाँच,fallback_unclear,real_world_test,generated
parikshan sandesh,fallback_unclear,real_world_test,generated
pranali janch,fallback_unclear,real_world_test,generated
bas parikshan,fallback_unclear,real_world_test,generated
pranali janch,fallback_unclear,real_world_test,generated
hello world,fallback_unclear,real_world_test,generated
testing bot,fallback_unclear,real_world_test,generated
sample input,fallback_unclear,real_world_test,generated
example query,fallback_unclear,real_world_test,generated
